Subtema	Surah	Ayat	Terjemahan
Sifat Ahli Neraka dan Kejahatan Mereka	40	48	"Orang-orang yang menyombongkan diri menjawab ""Sesungguhnya kita semua sama-sama dalam neraka karena sesungguhnya Allah telah menetapkan keputusan antara hamba-hamba-(Nya)"".
Sifat Ahli Neraka dan Kejahatan Mereka;67;8;hampir-hampir (neraka) itu terpecah-pecah lantaran marah. Setiap kali dilemparkan ke dalamnya sekumpulan (orang-orang kafir), penjaga-penjaga (neraka itu) bertanya kepada mereka """"Apakah belum pernah datang kepada kamu (di dunia) seorang pemberi peringatan?"""
Sifat Ahli Neraka dan Kejahatan Mereka	54	48	"(Ingatlah) pada hari mereka diseret ke neraka atas muka mereka. (Dikatakan kepada mereka) ""Rasakanlah sentuhan api neraka!""
Sifat Ahli Neraka dan Kejahatan Mereka;38;59;(Dikatakan kepada mereka) """"Ini adalah suatu rombongan (pengikut-pengikutmu) yang masuk berdesak-desak bersama kamu (ke neraka)"""". (Berkata pemimpin-pemimpin mereka yang durhaka) """"Tiadalah ucapan selamat datang kepada mereka karena sesungguhnya mereka akan masuk neraka""""."
Sifat Ahli Neraka dan Kejahatan Mereka	78	21	Sesungguhnya neraka Jahannam itu (padanya) ada tempat pengintai,
Sifat Ahli Neraka dan Kejahatan Mereka	89	23	Dan pada hari itu diperlihatkan neraka Jahannam dan pada hari itu ingatlah manusia, akan tetapi tidak berguna lagi mengingat itu baginya.
Sifat Ahli Neraka dan Kejahatan Mereka	40	49	"Dan orang-orang yang berada dalam neraka berkata kepada penjaga-penjaga neraka Jahannam ""Mohonkanlah kepada Tuhanmu supaya Dia meringankan azab dari kami barang sehari"".
Sifat Ahli Neraka dan Kejahatan Mereka;40;47;Dan (ingatlah), ketika mereka berbantah-bantah dalam neraka, maka orang-orang yang lemah berkata kepada orang-orang yang menyombongkan diri """"Sesungguhnya kami adalah pengikut-pengikutmu, maka dapatkah kamu menghindarkan dari kami sebahagian azab api neraka?"""""
Sifat Ahli Neraka dan Kejahatan Mereka	2	167	"Dan berkatalah orang-orang yang mengikuti ""Seandainya kami dapat kembali (ke dunia), pasti kami akan berlepas diri dari mereka, sebagaimana mereka berlepas diri dari kami"". Demikianlah Allah memperlihatkan kepada mereka amal perbuatannya menjadi sesalan bagi mereka dan sekali-kali mereka tidak akan keluar dari api neraka."
Sifat Ahli Neraka dan Kejahatan Mereka	77	32	Sesungguhnya neraka itu melontarkan bunga api sebesar dan setinggi istana.
Sifat Ahli Neraka dan Kejahatan Mereka	77	31	"yang tidak melindungi dan tidak pula menolak nyala api neraka""."
Sifat Ahli Neraka dan Kejahatan Mereka	69	31	Kemudian masukkanlah dia ke dalam api neraka yang menyala-nyala.
Sifat Ahli Neraka dan Kejahatan Mereka	70	15	Sekali-kali tidak dapat, sesungguhnya neraka itu adalah api yang bergolak,
Sifat Ahli Neraka dan Kejahatan Mereka	40	7	"(Malaikat-malaikat) yang memikul ÇArsy dan malaikat yang berada di sekelilingnya bertasbih memuji Tuhannya dan mereka beriman kepada-Nya serta memintakan ampun bagi orang-orang yang beriman (seraya mengucapkan) ""Ya Tuhan kami, rahmat dan ilmu Engkau meliputi segala sesuatu, maka berilah ampunan kepada orang-orang yang bertaubat dan mengikuti jalan Engkau dan peliharalah mereka dari siksaan neraka yang menyala-nyala,"
Sifat Ahli Neraka dan Kejahatan Mereka	18	53	Dan orang-orang yang berdosa melihat neraka, maka mereka meyakini, bahwa mereka akan jatuh ke dalamnya dan mereka tidak menemukan tempat berpaling dari padanya.
Sifat Ahli Neraka dan Kejahatan Mereka	74	27	Tahukah kamu apakah (neraka) Saqar itu?
Sifat Ahli Neraka dan Kejahatan Mereka	74	26	Aku akan memasukkannya ke dalam (neraka) Saqar.
Sifat Ahli Neraka dan Kejahatan Mereka	74	42	"""Apakah yang memasukkan kamu ke dalam Saqar (neraka)?"""
Sifat Ahli Neraka dan Kejahatan Mereka	102	6	niscaya kamu benar-benar akan melihat neraka Jahiim,
Sifat Ahli Neraka dan Kejahatan Mereka	81	12	dan apabila neraka jahiim dinyalakan,
Sifat Ahli Neraka dan Kejahatan Mereka	37	68	Kemudian sesungguhnya tempat kembali mereka benar-benar ke neraka jahiim.
Sifat Ahli Neraka dan Kejahatan Mereka	73	12	Karena sesungguhnya pada sisi Kami ada belenggu-belenggu yang berat dan neraka yang menyala-nyala.
Sifat Ahli Neraka dan Kejahatan Mereka	101	10	Tahukah kamu apakah neraka Hawiyah itu?
Sifat Ahli Neraka dan Kejahatan Mereka	37	64	Sesungguhnya dia adalah sebatang pohon yang ke luar dan dasar neraka yang menyala.
Sifat Ahli Neraka dan Kejahatan Mereka	43	77	"Mereka berseru ""Hai Malik biarlah Tuhanmu membunuh kami saja"". Dia menjawab ""Kamu akan tetap tinggal (di neraka ini)""."
Sifat Ahli Neraka dan Kejahatan Mereka	38	61	"Mereka berkata (lagi) ""Ya Tuhan kami barang siapa yang menjerumuskan kami ke dalam azab ini maka tambahkanlah azab kepadanya dengan berlipat ganda di dalam neraka""."
Sifat Ahli Neraka dan Kejahatan Mereka	19	86	dan Kami akan menghalau orang-orang yang durhaka ke neraka Jahannam dalam keadaan dahaga.
Sifat Ahli Neraka dan Kejahatan Mereka	5	37	Mereka ingin keluar dari neraka, padahal mereka sekali-kali tidak dapat keluar daripadanya, dan mereka beroleh azab yang kekal.
Sifat Ahli Neraka dan Kejahatan Mereka	76	4	Sesungguhnya Kami menyediakan bagi orang-orang kafir rantai, belenggu dan neraka yang menyala-nyala.
Sifat Ahli Neraka dan Kejahatan Mereka	22	22	"Setiap kali mereka hendak ke luar dari neraka lantaran kesengsaraan mereka, niscaya mereka dikembalikan ke dalamnya. (Kepada mereka dikatakan), ""Rasailah azab yang membakar ini"".
Sifat Ahli Neraka dan Kejahatan Mereka;6;70;Dan tinggalkan lah orang-orang yang menjadikan agama mereka sebagai main-main dan senda gurau, dan mereka telah ditipu oleh kehidupan dunia. Peringatkanlah (mereka) dengan Al-Quran itu agar masing-masing diri tidak dijerumuskan ke dalam neraka, karena perbuatannya sendiri. Tidak akan ada baginya pelindung dan tidak pula pemberi syafaÃ‡at selain daripada Allah. Dan jika ia menebus dengan segala macam tebusanpun, niscaya tidak akan diterima itu daripadanya. Mereka itulah orang-orang yang dijerumuskan ke dalam neraka. Bagi mereka (disediakan) minuman dari air yang sedang mendidih dan azab yang pedih disebabkan kekafiran mereka dahulu.
Sifat Ahli Neraka dan Kejahatan Mereka;7;44;Dan penghuni-penghuni surga berseru kepada Penghuni-penghuni neraka (dengan mengatakan) """"Sesungguhnya kami dengan sebenarnya telah memperoleh apa yang Tuhan kami menjanjikannya kepada kami. Maka apakah kamu telah memperoleh dengan sebenarnya apa (azab) yang Tuhan kamu menjanjikannya (kepadamu)?"""" Mereka (penduduk neraka) menjawab """"Betul"""". Kemudian seorang penyeru (malaikat) mengumumkan di antara kedua golongan itu """"Kutukan Allah ditimpakan kepada orang-orang yang zalim,"""
Sifat Ahli Neraka dan Kejahatan Mereka	39	71	"Orang-orang kafir dibawa ke neraka Jahannam berombong-rombongan. Sehingga apabila mereka sampai ke neraka itu dibukakanlah pintu-pintunya dan berkatalah kepada mereka penjaga-penjaganya ""Apakah belum pernah datang kepadamu rasul-rasul di antaramu yang membacakan kepadamu ayat-ayat Tuhanmu dan memperingatkan kepadamu akan pertemuan dengan hari ini?"" Mereka menjawab ""Benar (telah datang)"". Tetapi telah pasti berlaku ketetapan azab terhadap orang-orang yang kafir."
Sifat Ahli Neraka dan Kejahatan Mereka	3	192	Ya Tuhan kami, sesungguhnya barangsiapa yang Engkau masukkan ke dalam neraka, maka sungguh telah Engkau hinakan ia, dan tidak ada bagi orang-orang yang zalim seorang penolongpun.
Sifat Ahli Neraka dan Kejahatan Mereka	74	29	(Neraka Saqar) adalah pembakar kulit manusia.
Sifat Ahli Neraka dan Kejahatan Mereka	40	11	"Mereka menjawab ""Ya Tuhan kami Engkau telah mematikan kami dua kali dan telah menghidupkan kami dua kali (pula), lalu kami mengakui dosa-dosa kami. Maka adakah sesuatu jalan (bagi kami) untuk keluar (dari neraka)?"""
Sifat Ahli Neraka dan Kejahatan Mereka	67	5	Sesungguhnya Kami telah menghiasi langit yang dekat dengan bintang-bintang, dan Kami jadikan bintang-bintang itu alat-alat pelempar syaitan, dan Kami sediakan bagi mereka siksa neraka yang menyala-nyala.
Sifat Ahli Neraka dan Kejahatan Mereka	24	57	Janganlah kamu kira bahwa orang-orang yang kafir itu dapat melemahkan (Allah dari mengazab mereka) di bumi ini, sedang tempat tinggal mereka (di akhirat) adalah neraka. Dan sungguh amat jeleklah tempat kembali itu.
Sifat Ahli Neraka dan Kejahatan Mereka	9	35	"pada hari dipanaskan emas perak itu dalam neraka jahannam, lalu dibakar dengannya dahi mereka, lambung dan punggung mereka (lalu dikatakan) kepada mereka ""Inilah harta bendamu yang kamu simpan untuk dirimu sendiri, maka rasakanlah sekarang (akibat dari) apa yang kamu simpan itu""."
Sifat Ahli Neraka dan Kejahatan Mereka	44	56	mereka tidak akan merasakan mati di dalamnya kecuali mati di dunia. Dan Allah memelihara mereka dari azab neraka,
Sifat Ahli Neraka dan Kejahatan Mereka	38	57	Inilah (azab neraka), biarlah mereka merasakannya, (minuman mereka) air yang sangat panas dan air yang sangat dingin.
Sifat Ahli Neraka dan Kejahatan Mereka	66	6	Hai orang-orang yang beriman, peliharalah dirimu dan keluargamu dari api neraka yang bahan bakarnya adalah manusia dan batu penjaganya malaikat-malaikat yang kasar, keras, dan tidak mendurhakai Allah terhadap apa yang diperintahkan-Nya kepada mereka dan selalu mengerjakan apa yang diperintahkan.
Sifat Ahli Neraka dan Kejahatan Mereka	3	116	Sesungguhnya orang-orang yang kafir baik harta mereka maupun anak-anak mereka, sekali-kali tidak dapat menolak azab Allah dari mereka sedikitpun. Dan mereka adalah penghuni neraka mereka kekal di dalamnya.
Sifat Ahli Neraka dan Kejahatan Mereka	22	19	Inilah dua golongan (golongan mukmin dan golongan kafir) yang bertengkar, mereka saling bertengkar mengenai Tuhan mereka. Maka orang kafir akan dibuatkan untuk mereka pakaian-pakaian dari api neraka. Disiramkan air yang sedang mendidih ke atas kepala mereka.
Sifat Ahli Neraka dan Kejahatan Mereka	74	31	"Dan tiada Kami jadikan penjaga neraka itu melainkan dari malaikat dan tidaklah Kami menjadikan bilangan mereka itu melainkan untuk jadi cobaan bagi orang-orang kafir, supaya orang-orang yang diberi Al-Kitab menjadi yakin dan supaya orang yang beriman bertambah imannya dan supaya orang-orang yang diberi Al Kitab dan orng-orang mukmin itu tidak ragu-ragu dan supaya orang-orang yang di dalam hatinya ada penyakit dan orang-orang kafir (mengatakan) ""Apakah yang dikehendaki Allah dengan bilangan ini sebagai suatu perumpamaan?"" Demikianlah Allah membiarkan sesat orang-orang yang dikehendaki-Nya dan memberi petunjuk kepada siapa yang dikehendaki-Nya. Dan tidak ada yang mengetahui tentara Tuhanmu melainkan Dia sendiri. Dan Saqar itu tiada lain hanyalah peringatan bagi manusia."
Sifat Ahli Neraka dan Kejahatan Mereka	42	45	"Dan kamu akan melihat mereka dihadapkan ke neraka dalam keadaan tunduk karena (merasa) hina, mereka melihat dengan pandangan yang lesu. Dan orang-orang yang beriman berkata ""Sesungguhnya orang-orang yang merugi ialah orang-orang yang kehilangan diri mereka sendiri dan (kehilangan) keluarga mereka pada hari kiamat. Ingatlah, sesungguhnya orang-orang yang zalim itu berada dalam azab yang kekal."
Sifat Ahli Neraka dan Kejahatan Mereka	21	98	Sesungguhnya kamu dan apa yang kamu sembah selain Allah, adalah umpan Jahannam, kamu pasti masuk ke dalamnya.
Sifat Ahli Neraka dan Kejahatan Mereka	36	63	Inilah Jahannam yang dahulu kamu diancam (dengannya).
Sifat Ahli Neraka dan Kejahatan Mereka	50	30	"(Dan ingatlah akan) hari (yang pada hari itu) Kami bertanya kepada jahannam ""Apakah kamu sudah penuh?"" Dia menjawab ""Masih ada tambahan?"""
Sifat Ahli Neraka dan Kejahatan Mereka	40	50	"Penjaga Jahannam berkata ""Dan apakah belum datang kepada kamu rasul-rasulmu dengan membawa keterangan-keterangan?"" Mereka menjawab ""Benar, sudah datang"". Penjaga-penjaga Jahannam berkata ""Berdoalah kamu"". Dan doa orang-orang kafir itu hanyalah sia-sia belaka."
Sifat Ahli Neraka dan Kejahatan Mereka	17	98	"Itulah balasan bagi mereka, karena sesungguhnya mereka kafir kepada ayat-ayat Kami dan (karena mereka) berkata ""Apakah bila kami telah menjadi tulang belulang dan benda-benda yang hancur, apakah kami benar-benar akan dibangkitkan kembali sebagai makhluk baru?""
Sifat Ahli Neraka dan Kejahatan Mereka;79;10;(Orang-orang kafir) berkata Apakah sesungguhnya kami benar-benar dikembalikan kepada kehidupan semula?"
Sifat Ahli Neraka dan Kejahatan Mereka	3	197	Itu hanyalah kesenangan sementara, kemudian tempat tinggal mereka ialah Jahannam dan Jahannam itu adalah tempat yang seburuk-buruknya.
Sifat Ahli Neraka dan Kejahatan Mereka	38	58	Dan azab yang lain yang serupa itu berbagai macam.
Sifat Ahli Neraka dan Kejahatan Mereka	29	55	"pada hari mereka ditutup oleh azab dari atas mereka dan dari bawah kaki mereka dan Allah berkata (kepada mereka) ""Rasailah (pembalasan dari) apa yang telah kamu kerjakan""."
Sifat Ahli Neraka dan Kejahatan Mereka	38	60	"Pengikut-pengikut mereka menjawab ""Sebenarnya kamulah. Tiada ucapan selamat datang bagimu, karena kamulah yang menjerumuskan kami ke dalam azab, maka amat buruklah Jahannam itu sebagai tempat menetap""."
Sifat Ahli Neraka dan Kejahatan Mereka	25	66	Sesungguhnya jahannam itu seburuk-buruk tempat menetap dan tempat kediaman.
Sifat Ahli Neraka dan Kejahatan Mereka	21	29	"Dan barangsiapa di antara mereka, mengatakan ""Sesungguhnya Aku adalah tuhan selain daripada Allah"", maka orang itu Kami beri balasan dengan Jahannam, demikian Kami memberikan pembalasan kepada orang-orang zalim."
Sifat Ahli Neraka dan Kejahatan Mereka	25	65	"Dan orang-orang yang berkata ""Ya Tuhan kami, jauhkan azab jahannam dari kami, sesungguhnya azabnya itu adalah kebinasaan yang kekal""."
Sifat Ahli Neraka dan Kejahatan Mereka	56	94	dan dibakar di dalam jahannam.
Sifat Ahli Neraka dan Kejahatan Mereka	23	107	"Ya Tuhan kami, keluarkanlah kami daripadanya (dan kembalikanlah kami ke dunia), maka jika kami kembali (juga kepada kekafiran), sesungguhnya kami adalah orang-orang yang zalim""."
Sifat Ahli Neraka dan Kejahatan Mereka	104	6	(yaitu) api (yang disediakan) Allah yang dinyalakan,
Sifat Ahli Neraka dan Kejahatan Mereka	104	8	Sesungguhnya api itu ditutup rapat atas mereka,
Sifat Ahli Neraka dan Kejahatan Mereka	73	13	Dan makanan yang menyumbat di kerongkongan dan azab yang pedih.
Sifat Ahli Neraka dan Kejahatan Mereka	15	44	Jahannam itu mempunyai tujuh pintu. Tiap-tiap pintu (telah ditetapkan) untuk golongan yang tertentu dari mereka.
Sifat Ahli Neraka dan Kejahatan Mereka	14	16	di hadapannya ada Jahannam dan dia akan diberi minuman dengan air nanah,
Sifat Ahli Neraka dan Kejahatan Mereka	39	40	"siapa yang akan mendapat siksa yang menghinakannya dan lagi ditimpa oleh azab yang kekal""."
Sifat Ahli Neraka dan Kejahatan Mereka	11	107	mereka kekal di dalamnya selama ada langit dan bumi, kecuali jika Tuhanmu menghendaki (yang lain). Sesungguhnya Tuhanmu Maha Pelaksana terhadap apa yang Dia kehendaki.
Sifat Ahli Neraka dan Kejahatan Mereka	33	65	mereka kekal di dalamnya selama-lamanya mereka tidak memperoleh seorang pelindungpun dan tidak (pula) seorang penolong.
Sifat Ahli Neraka dan Kejahatan Mereka	101	11	(Yaitu) api yang sangat panas.
Sifat Ahli Neraka dan Kejahatan Mereka	52	16	Masukklah kamu ke dalamnya (rasakanlah panas apinya) maka baik kamu bersabar atau tidak, sama saja bagimu kamu diberi balasan terhadap apa yang telah kamu kerjakan.
Sifat Ahli Neraka dan Kejahatan Mereka	20	101	mereka kekal di dalam keadaan itu. Dan amat buruklah dosa itu sebagai beban bagi mereka di hari kiamat,
Sifat Ahli Neraka dan Kejahatan Mereka	67	9	"Mereka menjawab ""Benar ada"", sesungguhnya telah datang kepada kami seorang pemberi peringatan, maka kami mendustakan(nya) dan kami katakan ""Allah tidak menurunkan sesuatupun kamu tidak lain hanyalah di dalam kesesatan yang besar"".
Siksaan Ahli Neraka Dilipatgandakan;9;101;Di antara orang-orang Arab Badwi yang di sekelilingmu itu, ada orang-orang munafik dan (juga) di antara penduduk Madinah. Mereka keterlaluan dalam kemunafikannya. Kamu (Muhammad) tidak mengetahui mereka, (tetapi) Kamilah yang mengetahui mereka. Nanti mereka akan Kami siksa dua kali kemudian mereka akan dikembalikan kepada azab yang besar.
Siksaan Ahli Neraka Dilipatgandakan;25;69;(yakni) akan dilipat gandakan azab untuknya pada hari kiamat dan dia akan kekal dalam azab itu, dalam keadaan terhina,
Mereka yang Kekal Dalam Neraka;3;116;Sesungguhnya orang-orang yang kafir baik harta mereka maupun anak-anak mereka, sekali-kali tidak dapat menolak azab Allah dari mereka sedikitpun. Dan mereka adalah penghuni neraka mereka kekal di dalamnya.
Mereka yang Kekal Dalam Neraka;4;56;Sesungguhnya orang-orang yang kafir kepada ayat-ayat Kami, kelak akan Kami masukkan mereka ke dalam neraka. Setiap kali kulit mereka hangus, Kami ganti kulit mereka dengan kulit yang lain, supaya mereka merasakan azab. Sesungguhnya Allah Maha Perkasa lagi Maha Bijaksana.
Mereka yang Kekal Dalam Neraka;5;37;Mereka ingin keluar dari neraka, padahal mereka sekali-kali tidak dapat keluar daripadanya, dan mereka beroleh azab yang kekal.
Mereka yang Kekal Dalam Neraka;5;80;Kamu melihat kebanyakan dari mereka tolong-menolong dengan orang-orang yang kafir (musyrik). Sesungguhnya amat buruklah apa yang mereka sediakan untuk diri mereka, yaitu kemurkaan Allah kepada mereka dan mereka akan kekal dalam siksaan.
Mereka yang Kekal Dalam Neraka;6;128;Dan (ingatlah) hari diwaktu Allah menghimpunkan mereka semuanya (dan Allah berfirman) """"Hai golongan jin, sesungguhnya kamu telah banyak menyesatkan manusia"""", lalu berkatalah kawan-kawan meraka dari golongan manusia """"Ya Tuhan kami, sesungguhnya sebahagian daripada kami telah dapat kesenangan dari sebahagian (yang lain) dan kami telah sampai kepada waktu yang telah Engkau tentukan bagi kami"""". Allah berfirman """"Neraka itulah tempat diam kamu, sedang kamu kekal di dalamnya, kecuali kalau Allah menghendaki (yang lain)"""". Sesungguhnya Tuhanmu Maha Bijaksana lagi Maha Mengetahui."""
Mereka yang Kekal Dalam Neraka	7	36	Dan orang-orang yang mendustakan ayat-ayat Kami dan menyombongkan diri terhadapnya, mereka itu penghuni-penghuni neraka mereka kekal di dalamnya.
Mereka yang Kekal Dalam Neraka	9	63	Tidaklah mereka (orang-orang munafik itu) mengetahui bahwasanya barangsiapa menentang Allah dan Rasul-Nya, maka sesungguhnya nerakan jahannam-lah baginya, kekal mereka di dalamnya. Itu adalah kehinaan yang besar.
Mereka yang Kekal Dalam Neraka	9	68	Allah mengancam orang-orang munafik laki-laki dan perempuan dan orang-orang kafir dengan neraka Jahannam, mereka kekal di dalamnya. Cukuplah neraka itu bagi mereka, dan Allah melaknati mereka, dan bagi mereka azab yang kekal.
Mereka yang Kekal Dalam Neraka	10	27	Dan orang-orang yang mengerjakan kejahatan (mendapat) balasan yang setimpal dan mereka ditutupi kehinaan. Tidak ada bagi mereka seorang pelindungpun dari (azab) Allah, seakan-akan muka mereka ditutupi dengan kepingan-kepingan malam yang gelap gelita. Mereka itulah penghuni neraka mereka kekal di dalamnya.
Mereka yang Kekal Dalam Neraka	10	52	"Kemudian dikatakan kepada orang-orang yang zalim (musyrik) itu ""Rasakanlah olehmu siksaan yang kekal kamu tidak diberi balasan melainkan dengan apa yang telah kamu kerjakan""."
Mereka yang Kekal Dalam Neraka	14	16	di hadapannya ada Jahannam dan dia akan diberi minuman dengan air nanah,
Mereka yang Kekal Dalam Neraka	14	17	diminumnnya air nanah itu dan hampir dia tidak bisa menelannya dan datanglah (bahaya) maut kepadanya dari segenap penjuru, tetapi dia tidak juga mati, dan dihadapannya masih ada azab yang berat.
Mereka yang Kekal Dalam Neraka	14	28	Tidakkah kamu perhatikan orang-orang yang telah menukar nikmat Allah dengan kekafiran dan menjatuhkan kaumnya ke lembah kebinasaan?,
Mereka yang Kekal Dalam Neraka	22	22	"Setiap kali mereka hendak ke luar dari neraka lantaran kesengsaraan mereka, niscaya mereka dikembalikan ke dalamnya. (Kepada mereka dikatakan), ""Rasailah azab yang membakar ini""."
Mereka yang Kekal Dalam Neraka	23	103	Dan barangsiapa yang ringan timbangannya, maka mereka itulah orang-orang yang merugikan dirinya sendiri, mereka kekal di dalam neraka Jahannam.
Mereka yang Kekal Dalam Neraka	23	108	"Allah berfirman ""Tinggallah dengan hina di dalamnya, dan janganlah kamu berbicara dengan Aku."
Mereka yang Kekal Dalam Neraka	26	102	"maka sekiranya kita dapat kembali sekali lagi (ke dunia) niscaya kami menjadi orang-orang yang beriman""."
Mereka yang Kekal Dalam Neraka	33	65	mereka kekal di dalamnya selama-lamanya mereka tidak memperoleh seorang pelindungpun dan tidak (pula) seorang penolong.
Mereka yang Kekal Dalam Neraka	45	35	Yang demikian itu, karena sesungguhnya kamu menjadikan ayat-ayat Allah sebagai olok-olokan dan kamu telah ditipu oleh kehidupan dunia, maka pada hari ini mereka tidak dikeluarkan dari neraka dan tidak pula mereka diberi kesempatan untuk bertaubat.
Mereka yang Kekal Dalam Neraka	58	17	Harta benda dan anak-anak mereka tiada berguna sedikitpun (untuk menolong) mereka dari azab Allah. Mereka itulah penghuni neraka, dan mereka kekal di dalamnya.
Mereka yang Kekal Dalam Neraka	59	17	Maka adalah kesudahan keduanya, bahwa sesungguhnya keduanya (masuk) ke dalam neraka, mereka kekal di dalamnya. Demikianlah balasan orang-orang yang zalim.
Mereka yang Kekal Dalam Neraka	64	10	Dan orang-orang yang kafir dan mendustakan ayat-ayat Kami, mereka itulah penghuni-penghuni neraka, mereka kekal di dalamnya. Dan itulah seburuk-buruk tempat kembali.
Mereka yang Kekal Dalam Neraka	72	23	Akan tetapi (aku hanya) menyampaikan (peringatan) dari Allah dan risalah-Nya. Dan barangsiapa yang mendurhakai Allah dan Rasul-Nya maka sesungguhnya baginyalah neraka Jahannam, mereka kekal di dalamnya selama-lamanya.
Mereka yang Kekal Dalam Neraka	87	13	Kemudian dia tidak akan mati di dalamnya dan tidak (pula) hidup.
Mereka yang Kekal Dalam Neraka	98	6	Sesungguhnya orang-orang yang kafir yakni ahli Kitab dan orang-orang yang musyrik (akan masuk) ke neraka Jahannam mereka kekal di dalamnya. Mereka itu adalah seburuk-buruk makhluk.
Makanan dan Minuman Ahli Neraka	6	70	Dan tinggalkan lah orang-orang yang menjadikan agama mereka sebagai main-main dan senda gurau, dan mereka telah ditipu oleh kehidupan dunia. Peringatkanlah (mereka) dengan Al-Quran itu agar masing-masing diri tidak dijerumuskan ke dalam neraka, karena perbuatannya sendiri. Tidak akan ada baginya pelindung dan tidak pula pemberi syafaÇat selain daripada Allah. Dan jika ia menebus dengan segala macam tebusanpun, niscaya tidak akan diterima itu daripadanya. Mereka itulah orang-orang yang dijerumuskan ke dalam neraka. Bagi mereka (disediakan) minuman dari air yang sedang mendidih dan azab yang pedih disebabkan kekafiran mereka dahulu.
Makanan dan Minuman Ahli Neraka	10	4	Hanya kepada-Nya-lah kamu semuanya akan kembali sebagai janji yang benar daripada Allah, sesungguhnya Allah menciptakan makhluk pada permulaannya kemudian mengulanginya (menghidupkannya) kembali (sesudah berbangkit), agar Dia memberi pembalasan kepada orang-orang yang beriman dan yang mengerjakan amal saleh dengan adil. Dan untuk orang-orang kafir disediakan minuman air yang panas dan azab yang pedih disebabkan kekafiran mereka.
Makanan dan Minuman Ahli Neraka	14	16	di hadapannya ada Jahannam dan dia akan diberi minuman dengan air nanah,
Makanan dan Minuman Ahli Neraka	18	29	"Dan katakanlah ""Kebenaran itu datangnya dari Tuhanmu maka barangsiapa yang ingin (beriman) hendaklah ia beriman, dan barangsiapa yang ingin (kafir) biarlah ia kafir"". Sesungguhnya Kami telah sediakan bagi orang orang zalim itu neraka, yang gejolaknya mengepung mereka. Dan jika mereka meminta minum, niscaya mereka akan diberi minum dengan air seperti besi yang mendidih yang menghanguskan muka. Itulah minuman yang paling buruk dan tempat istirahat yang paling jelek."
Makanan dan Minuman Ahli Neraka	22	20	Dengan air itu dihancur luluhkan segala apa yang ada dalam perut mereka dan juga kulit (mereka).
Makanan dan Minuman Ahli Neraka	37	62	(Makanan surga) itukah hidangan yang lebih baik ataukah pohon zaqqum.
Makanan dan Minuman Ahli Neraka	37	63	Sesungguhnya Kami menjadikan pohon zaqqum itu sebagai siksaan bagi orang-orang yang zalim.
Makanan dan Minuman Ahli Neraka	37	64	Sesungguhnya dia adalah sebatang pohon yang ke luar dan dasar neraka yang menyala.
Makanan dan Minuman Ahli Neraka	37	65	mayangnya seperti kepala syaitan-syaitan.
Makanan dan Minuman Ahli Neraka	37	66	Maka sesungguhnya mereka benar-benar memakan sebagian dari buah pohon itu, maka mereka memenuhi perutnya dengan buah zaqqum itu.
Makanan dan Minuman Ahli Neraka	44	43	Sesungguhnya pohon zaqqum itu,
Makanan dan Minuman Ahli Neraka	44	44	makanan orang yang banyak berdosa.
Makanan dan Minuman Ahli Neraka	44	45	(Ia) sebagai kotoran minyak yang mendidih di dalam perut,
Makanan dan Minuman Ahli Neraka	44	46	seperti mendidihnya air yang amat panas.
Makanan dan Minuman Ahli Neraka	56	52	benar-benar akan memakan pohon zaqqum,
Makanan dan Minuman Ahli Neraka	56	53	dan akan memenuhi perutmu dengannya.
Makanan dan Minuman Ahli Neraka	56	54	Sesudah itu kamu akan meminum air yang sangat panas.
Makanan dan Minuman Ahli Neraka	56	55	Maka kamu minum seperti unta yang sangat haus minum.
Makanan dan Minuman Ahli Neraka	69	36	Dan tiada (pula) makanan sedikitpun (baginya) kecuali dari darah dan nanah.
Makanan dan Minuman Ahli Neraka	69	37	Tidak ada yang memakannya kecuali orang-orang yang berdosa.
Makanan dan Minuman Ahli Neraka	73	13	Dan makanan yang menyumbat di kerongkongan dan azab yang pedih.
Makanan dan Minuman Ahli Neraka	88	5	diberi minum (dengan air) dari sumber yang sangat panas.
Makanan dan Minuman Ahli Neraka	88	6	Mereka tiada memperoleh makanan selain dari pohon yang berduri,
Makanan dan Minuman Ahli Neraka	88	7	yang tidak menggemukkan dan tidak pula menghilangkan lapar.
Pohon Zaquum	17	60	"Dan (ingatlah), ketika Kami wahyukan kepadamu ""Sesungguhnya (ilmu) Tuhanmu meliputi segala manusia"". Dan Kami tidak menjadikan mimpi yang telah Kami perlihatkan kepadamu, melainkan sebagai ujian bagi manusia dan (begitu pula) pohon kayu yang terkutuk dalam Al Quran. Dan Kami menakut-nakuti mereka, tetapi yang demikian itu hanyalah menambah besar kedurhakaan mereka."
Pohon Zaquum	37	62	(Makanan surga) itukah hidangan yang lebih baik ataukah pohon zaqqum.
Pohon Zaquum	37	63	Sesungguhnya Kami menjadikan pohon zaqqum itu sebagai siksaan bagi orang-orang yang zalim.
Pohon Zaquum	37	64	Sesungguhnya dia adalah sebatang pohon yang ke luar dan dasar neraka yang menyala.
Pohon Zaquum	37	65	mayangnya seperti kepala syaitan-syaitan.
Pohon Zaquum	37	66	Maka sesungguhnya mereka benar-benar memakan sebagian dari buah pohon itu, maka mereka memenuhi perutnya dengan buah zaqqum itu.
Pohon Zaquum	37	67	Kemudian sesudah makan buah pohon zaqqum itu pasti mereka mendapat minuman yang bercampur dengan air yang sangat panas.
